Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cl,CmPitch,CmRoll,CmYaw,Cs
# Case,nve Cone,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cl,CmPitch,CmRoll,CmYaw,Cs
5_360_-5,-5,360,-5,2,0.007861384,0.012100526,0.095960789,-0.000213377,-0.006501496,0.000780945,2.598619,0.2321078,2.329596,0.2332946,-0.07892097,-0.296997
1_300_-7,1,300,-7,2,-0.001786805,0.013715441,0.095948773,-0.000452519,-0.006082525,0.000845957,2.601811,-0.02927802,2.183227,0.2776459,-0.1606424,-0.3550909
9_262.5_1,9,262.5,1,1.75,-0.013071319,0.004026433,0.09590607,-0.000769054,-0.006412994,0.000107281,3.396197,-0.4407242,2.999325,0.01587596,-0.3491978,-0.1200626
1_360_-7,1,360,-7,2,-0.001370056,0.012480335,0.095872317,-0.000320664,-0.006233492,0.000793181,2.603571,-0.01978161,2.241665,0.2468069,-0.1137703,-0.3156505
11_270_-7,11,270,-7,2,-0.016535665,0.014221941,0.09575178,-0.000719241,-0.005948163,0.000738748,2.602697,-0.433636,2.139526,0.2428449,-0.2519131,-0.3713488
3_450.0_1,3,450,1,1.5,-0.002501346,0.001631364,0.095726732,-0.000367325,-0.00736632,-9.36E-05,4.604646,-0.09645609,4.682467,-0.192581,-0.2158371,0.007724645
9_405.0_1,9,405,1,1.5,-0.011160822,0.001017906,0.095705671,-0.000615771,-0.007284994,-0.00012762,4.609884,-0.5152677,4.63672,-0.1868578,-0.3647016,0.02271212
1_390_-7,1,390,-7,2,-0.00110703,0.012139484,0.095687889,-0.000289379,-0.006268952,0.000745735,2.60033,-0.01476189,2.256841,0.2233681,-0.1025258,-0.3024341
7_341.25_-3,7,341.25,-3,1.75,-0.008497587,0.007674573,0.095670303,-0.000532939,-0.006558238,0.000458698,3.393513,-0.2852862,3.077127,0.1618521,-0.2393862,-0.2369787
1_510_-7,1,510,-7,2,0.000242001,0.010297276,0.095622232,-0.000208168,-0.006193398,0.000503567,2.607589,0.01159293,2.243725,0.1043007,-0.07248108,-0.2326519
11_240_-5,11,240,-5,2,-0.017472684,0.011811351,0.095531695,-0.000767558,-0.005769395,0.000573736,2.593953,-0.459379,2.072281,0.1865609,-0.2694397,-0.3081798
9_292.5_5,9,292.5,5,1.5,-0.012244813,-0.001879898,0.095523692,-0.000729565,-0.006904487,-0.0003645,4.600545,-0.5528885,4.386451,-0.2867062,-0.4452259,0.1261318
1_420_-7,1,420,-7,2,-0.000682371,0.011834793,0.095437164,-0.000265091,-0.006254789,0.000704866,2.595824,-0.005571397,2.25518,0.2013001,-0.09361606,-0.289563
7_315.0_-3,7,315,-3,1.75,-0.008851617,0.008518686,0.095436126,-0.00057026,-0.006395186,0.000464661,3.384342,-0.2956838,2.99934,0.1726468,-0.2580365,-0.2733636
11_306.25_-3,11,306.25,-3,1.75,-0.014943613,0.008515053,0.095406822,-0.000675421,-0.006421102,0.000416199,3.385448,-0.5117055,3.012553,0.1525955,-0.3041729,-0.2731718
1_498.75_-3,1,498.75,-3,1.75,0.00105418,0.00659751,0.095387745,-0.000186984,-0.006850472,0.000299569,3.385748,0.04473628,3.22007,0.03234855,-0.08202723,-0.1680572
3_337.5_5,3,337.5,5,1.5,-0.003165447,-0.002319852,0.095368043,-0.000472702,-0.007323944,-0.000352078,4.58143,-0.1128784,4.643813,-0.2923549,-0.2850104,0.1558133
5_427.5_1,5,427.5,1,1.5,-0.005181031,0.001516097,0.095306964,-0.000470197,-0.007295139,-8.41E-05,4.587088,-0.2259755,4.639943,-0.1739508,-0.2778434,0.006385532
1_405.0_3,1,405,3,1.5,2.13E-05,-0.000319407,0.095304161,-0.000296121,-0.007428303,-0.000244238,4.57624,0.03625497,4.709778,-0.252391,-0.1755062,0.07559142
5_393.75_-3,5,393.75,-3,1.75,-0.005254269,0.007140957,0.095271122,-0.000444948,-0.006765769,0.000411897,3.379043,-0.1738627,3.175543,0.1219106,-0.1984035,-0.2085125
9_270_-7,9,270,-7,2,-0.013327047,0.014151139,0.095246156,-0.000683632,-0.005929916,0.00075569,2.587784,-0.3464679,2.132338,0.2491643,-0.2400898,-0.369961
5_236.25_5,5,236.25,5,1.75,-0.008116372,-0.00115542,0.095238871,-0.000759423,-0.006372924,-0.000192476,3.364733,-0.2582174,2.97109,-0.1187398,-0.3458585,0.05934503
7_262.5_1,7,262.5,1,1.75,-0.009944276,0.00424315,0.095207047,-0.000722322,-0.006411643,0.000146456,3.369733,-0.3290865,2.997444,0.03343836,-0.328285,-0.1267726
1_450_-7,1,450,-7,2,-0.000128754,0.011413893,0.095184926,-0.000251753,-0.006213003,0.000651132,2.591636,0.006857017,2.244291,0.1740006,-0.08852674,-0.2731272
1_480_-7,1,480,-7,2,0.000188043,0.010895273,0.095160583,-0.000228789,-0.006181267,0.000585928,2.593306,0.01272283,2.236602,0.1421256,-0.08007822,-0.2539027
7_360.0_3,7,360,3,1.5,-0.008399527,-0.00041488,0.095106224,-0.000572845,-0.007265118,-0.000218141,4.577184,-0.3730257,4.616689,-0.2219784,-0.3429355,0.07656152
9_240_-5,9,240,-5,2,-0.014149593,0.011463991,0.095070349,-0.000751229,-0.005759321,0.000594867,2.580515,-0.3691493,2.06807,0.1940493,-0.2643208,-0.2985341
7_367.5_-3,7,367.5,-3,1.75,-0.008278524,0.007201964,0.095043433,-0.000511345,-0.006682291,0.000427924,3.371736,-0.2796482,3.136411,0.1383438,-0.2280105,-0.2154739
7_270_-7,7,270,-7,2,-0.010307896,0.013977961,0.094968398,-0.000639822,-0.005908731,0.000768069,2.578933,-0.2640672,2.123809,0.2540691,-0.2253665,-0.3659083
9_306.25_-3,9,306.25,-3,1.75,-0.011855299,0.008445773,0.094945276,-0.000629031,-0.006351337,0.000442766,3.367961,-0.4022301,2.979325,0.164666,-0.2841187,-0.2713617
11_315.0_3,11,315,3,1.5,-0.014802666,0.00021378,0.094943595,-0.00072528,-0.006906776,-0.000236029,4.576025,-0.6812521,4.393605,-0.2126862,-0.4398778,0.03185647
7_292.5_5,7,292.5,5,1.5,-0.009310155,-0.001696169,0.094940854,-0.000687918,-0.00686372,-0.00032612,4.570019,-0.4098979,4.358666,-0.262972,-0.4205019,0.1170672
9_427.5_0,9,427.5,0,1.5,-0.010914152,0.002033472,0.094910837,-0.00060761,-0.007174072,-4.33E-05,4.573628,-0.5083345,4.570653,-0.1481683,-0.3577206,-0.01636284
10_420_-3,-10,420,-3,2,0.01734013,0.009563924,0.094711708,5.22E-05,-0.006774964,0.000490041,2.562737,0.481588,2.425138,0.1132999,0.009274527,-0.2200769
11_236.25_3,11,236.25,3,1.75,-0.016519289,0.001164465,0.094708004,-0.000854238,-0.00616567,-0.000103929,3.354389,-0.5597422,2.881523,-0.07618526,-0.3887006,-0.02285275
5_262.5_1,5,262.5,1,1.75,-0.006910882,0.004531891,0.094704853,-0.000658048,-0.006423279,0.000193,3.350015,-0.2204558,3.001323,0.05389835,-0.2993132,-0.1357477
3_420.0_-3,3,420,-3,1.75,-0.002377524,0.006968049,0.094643057,-0.000344443,-0.006755692,0.000384919,3.356311,-0.0732467,3.170736,0.1009837,-0.153664,-0.1983609
3_236.25_5,3,236.25,5,1.75,-0.005314738,-0.001362794,0.094639942,-0.000709078,-0.006392485,-0.000175307,3.340258,-0.1573786,2.977722,-0.1110015,-0.3231864,0.06660624
5_270_-7,5,270,-7,2,-0.007443753,0.013894851,0.094613829,-0.000601533,-0.005902863,0.000791354,2.567807,-0.1856948,2.120457,0.2629366,-0.2124658,-0.3639432
3_315.0_5,3,315,5,1.5,-0.003487861,-0.001733858,0.094484553,-0.000528788,-0.007042353,-0.000327123,4.539487,-0.1270226,4.465328,-0.269418,-0.3217443,0.1228274
1_360_-7,-1,360,-7,2,0.001009444,0.012749183,0.094395891,-0.00030069,-0.006175235,0.000794654,2.561658,0.04865492,2.218496,0.2460938,-0.107794,-0.3208758
3_382.5_3,3,382.5,3,1.5,-0.002835082,-1.16E-05,0.09429768,-0.000415637,-0.007289414,-0.000196917,4.531712,-0.1025161,4.625615,-0.2194048,-0.247778,0.06173881
9_472.5_-5,9,472.5,-5,1.75,-0.010487705,0.007792108,0.094256938,-0.00058578,-0.006532416,0.000405712,3.35173,-0.3716878,3.082131,0.08614558,-0.2532644,-0.2083983
1_390_-7,-1,390,-7,2,0.001165189,0.01223076,0.094209094,-0.00026302,-0.006198975,0.00071878,2.558123,0.05142158,2.229062,0.2131514,-0.09467732,-0.3032497
3_262.5_1,3,262.5,1,1.75,-0.004099503,0.004854737,0.094204663,-0.000609532,-0.006419865,0.000228298,3.32992,-0.1196241,2.997824,0.07028004,-0.2778409,-0.1477602
7_306.25_-3,7,306.25,-3,1.75,-0.008846062,0.008517858,0.094149486,-0.000572707,-0.006281983,0.000464928,3.338565,-0.2953337,2.946044,0.1750719,-0.2595422,-0.2749527
11_446.25_-5,11,446.25,-5,1.75,-0.013624252,0.008037456,0.094137621,-0.000656537,-0.006552296,0.000431544,3.346596,-0.480155,3.089284,0.1094422,-0.2846749,-0.2231679
7_240_-5,7,240,-5,2,-0.010948767,0.011241186,0.09412024,-0.000722093,-0.005733279,0.000613783,2.553909,-0.2822376,2.058186,0.2006366,-0.2545943,-0.2921956
5_315.0_-3,5,315,-3,1.75,-0.005930422,0.008548117,0.094056545,-0.000523422,-0.006334183,0.00047773,3.33377,-0.1918643,2.96952,0.1787956,-0.2378047,-0.2748528
1_262.5_1,1,262.5,1,1.75,-0.00175301,0.005127084,0.093899592,-0.000524691,-0.00644268,0.000251304,3.316115,-0.03430853,3.005084,0.08227995,-0.2394685,-0.1592902
9_337.5_3,9,337.5,3,1.5,-0.011372005,-0.000390849,0.093883964,-0.000629453,-0.007078533,-0.000206744,4.521625,-0.5173578,4.501187,-0.2039351,-0.3786255,0.06933205
9_315.0_3,9,315,3,1.5,-0.011656191,0.000329144,0.093883629,-0.000662354,-0.006831054,-0.000186357,4.523155,-0.5288488,4.344123,-0.182788,-0.4017658,0.02752952
7_405.0_1,7,405,1,1.5,-0.008035208,0.001330326,0.093863998,-0.000534971,-0.007140907,-9.06E-05,4.519824,-0.3638837,4.543616,-0.1643629,-0.3169528,0.007620632
10_390_-3,-10,390,-3,2,0.01721389,0.009595935,0.093829833,-2.24E-05,-0.006631512,0.000545535,2.537976,0.4780416,2.372823,0.1402965,-0.01600392,-0.2256621
11_382.5_1,11,382.5,1,1.5,-0.014008982,0.00102203,0.093802855,-0.000670837,-0.007110053,-0.000126208,4.520448,-0.6523411,4.527051,-0.1737084,-0.3988728,0.01543803
9_236.25_3,9,236.25,3,1.75,-0.013426267,0.00120833,0.0937359,-0.000797864,-0.006120467,-6.10E-05,3.317708,-0.4508688,2.859371,-0.05680891,-0.3631659,-0.02399542
5_240_-5,5,240,-5,2,-0.007996237,0.011117967,0.093719079,-0.000694363,-0.005766234,0.000628193,2.541679,-0.2013667,2.068701,0.2063205,-0.2453879,-0.2891514
1_420_-7,-1,420,-7,2,0.001514143,0.011772484,0.09371739,-0.000229368,-0.006156546,0.000657608,2.546912,0.05851452,2.216888,0.184861,-0.08289356,-0.286815
1_472.5_-3,1,472.5,-3,1.75,0.000735326,0.006776252,0.093678683,-0.000193707,-0.006712982,0.000335737,3.324135,0.03542024,3.153786,0.05916182,-0.0855903,-0.1805746
7_498.75_-5,7,498.75,-5,1.75,-0.007318622,0.007502057,0.093657195,-0.000493504,-0.006464448,0.000368221,3.331605,-0.2618942,3.052359,0.05837851,-0.2126578,-0.1928182
11_262.5_0,11,262.5,0,1.75,-0.01568485,0.005240986,0.093655892,-0.00077167,-0.006233021,0.000156328,3.319144,-0.5350093,2.917788,0.03849631,-0.3496153,-0.1627067
3_240_-5,3,240,-5,2,-0.005208213,0.011327141,0.093633076,-0.000643386,-0.005792544,0.000664215,2.537374,-0.124487,2.076418,0.2200981,-0.2279395,-0.2959728
1_337.5_5,1,337.5,5,1.5,-0.000444421,-0.002475915,0.093612009,-0.000395448,-0.007218678,-0.000360681,4.494351,0.02039276,4.574247,-0.2931232,-0.2390732,0.1577044
3_270_-7,3,270,-7,2,-0.004676652,0.013801168,0.093492934,-0.000560393,-0.005860709,0.000808454,2.535643,-0.1094911,2.10392,0.2692321,-0.1985799,-0.3612791
5_360.0_3,5,360,3,1.5,-0.00555692,-9.37E-05,0.093472685,-0.000498191,-0.007148759,-0.00018287,4.496037,-0.2350512,4.540031,-0.2012271,-0.2982383,0.06098497
5_367.5_-3,5,367.5,-3,1.75,-0.005331745,0.007292309,0.093438218,-0.000450487,-0.006580237,0.000437787,3.313762,-0.1748395,3.087633,0.142676,-0.201936,-0.2193935
1_236.25_5,1,236.25,5,1.75,-0.00258084,-0.001603763,0.093391846,-0.000631894,-0.006325596,-0.000178115,3.293523,-0.06022404,2.94415,-0.1093519,-0.2886225,0.07163233
5_450.0_0,5,450,0,1.5,-0.004806598,0.002401645,0.093378026,-0.000439819,-0.007090358,-1.01E-05,4.497316,-0.2147202,4.515416,-0.1417921,-0.2583306,-0.02728489
9_450.0_-1,9,450,-1,1.5,-0.0104064,0.003138522,0.09336568,-0.000607782,-0.006988453,4.83E-05,4.503387,-0.4899398,4.460063,-0.1061379,-0.355816,-0.05935179
7_427.5_0,7,427.5,0,1.5,-0.007816929,0.002443128,0.093324554,-0.000530886,-0.007053349,-7.76E-07,4.496732,-0.3589435,4.493507,-0.1225875,-0.3132286,-0.03656162
1_240_-5,1,240,-5,2,-0.002586731,0.011721007,0.093273278,-0.00058855,-0.005811784,0.000701616,2.525208,-0.05116851,2.081057,0.234079,-0.2088549,-0.3067236
9_262.5_0,9,262.5,0,1.75,-0.01251413,0.005328184,0.093229557,-0.000732154,-0.006222826,0.000197653,3.302351,-0.4228893,2.912051,0.05707107,-0.3322139,-0.1651456
7_262.5_0,7,262.5,0,1.75,-0.009538657,0.005433022,0.093229483,-0.000689197,-0.006244274,0.000241434,3.301022,-0.3165637,2.921137,0.07732049,-0.3133751,-0.1684365
5_525.0_-5,5,525,-5,1.75,-0.004194065,0.007176408,0.093065106,-0.00041732,-0.006416315,0.000304866,3.311359,-0.1532916,3.0309,0.02030176,-0.1806719,-0.1772941
3_393.75_-3,3,393.75,-3,1.75,-0.002536329,0.007079279,0.093034826,-0.000355475,-0.006605478,0.00040834,3.298647,-0.07682306,3.099003,0.1209116,-0.1594578,-0.2080066
3_427.5_1,3,427.5,1,1.5,-0.00248835,0.001915426,0.092985777,-0.000370262,-0.00711881,-5.39E-05,4.473435,-0.09524636,4.525369,-0.1561177,-0.2188384,-0.01338405
11_405.0_0,11,405,0,1.5,-0.013819965,0.001919271,0.092954473,-0.000659066,-0.007015864,-5.74E-05,4.481158,-0.6475861,4.470982,-0.1437032,-0.3892232,-0.01869769
7_236.25_3,7,236.25,3,1.75,-0.010491769,0.001356709,0.092941634,-0.000753208,-0.006104333,-1.88E-05,3.287483,-0.3467045,2.850725,-0.03767113,-0.3430315,-0.02918591
10_360_-3,-10,360,-3,2,0.017021787,0.009487972,0.092933598,-0.000100292,-0.006455551,0.00059463,2.512819,0.4726075,2.308903,0.1648499,-0.0425183,-0.2272023
5_292.5_5,5,292.5,5,1.5,-0.006335997,-0.001221943,0.09289029,-0.000609169,-0.006751623,-0.000294094,4.46768,-0.2659065,4.284546,-0.2431172,-0.3720445,0.09400337
5_306.25_-3,5,306.25,-3,1.75,-0.005963484,0.008573297,0.092753792,-0.000527859,-0.006227319,0.00047676,3.2874,-0.1928653,2.919135,0.1807375,-0.2401532,-0.2774447
3_315.0_-3,3,315,-3,1.75,-0.00329178,0.008335419,0.092704139,-0.000453333,-0.006236925,0.000486362,3.284192,-0.0973259,2.922165,0.1835014,-0.2067972,-0.2685154
5_262.5_0,5,262.5,0,1.75,-0.006576471,0.005759156,0.092440037,-0.000627155,-0.006232097,0.000278437,3.270999,-0.210937,2.913709,0.09363038,-0.2855213,-0.1795529
9_382.5_1,9,382.5,1,1.5,-0.010828637,0.001287624,0.092401645,-0.000596616,-0.006989829,-8.69E-05,4.451988,-0.4989122,4.449771,-0.1504614,-0.3549108,0.002609329
5_341.25_-3,5,341.25,-3,1.75,-0.005471369,0.007448887,0.09234948,-0.000467393,-0.006400786,0.000466129,3.274676,-0.1779474,3.002568,0.1643709,-0.2107475,-0.2302462
7_337.5_3,7,337.5,3,1.5,-0.008288252,-2.70E-05,0.092344557,-0.000566694,-0.006966319,-0.000164268,4.445649,-0.3675364,4.428067,-0.1786387,-0.3409072,0.05183546
1_315.0_5,1,315,5,1.5,-0.000817258,-0.002058177,0.092338555,-0.000428646,-0.006951703,-0.000314299,4.433241,0.00320782,4.405312,-0.2560687,-0.2608547,0.1346645
1_450.0_1,1,450,1,1.5,0.000186697,0.002167551,0.092291256,-0.000244966,-0.007126927,-5.68E-05,4.437378,0.0341884,4.527945,-0.1683662,-0.1432046,-0.01910695
11_420.0_-5,11,420,-5,1.75,-0.013372635,0.008197196,0.092217783,-0.000631344,-0.00639776,0.000458667,3.277847,-0.468446,3.014529,0.1345821,-0.2760055,-0.2371971
1_446.25_-3,1,446.25,-3,1.75,0.000411095,0.006886073,0.092212362,-0.000205456,-0.006592473,0.000363872,3.270982,0.02606262,3.095321,0.08191307,-0.09148522,-0.1904551
9_446.25_-5,9,446.25,-5,1.75,-0.01021866,0.007982895,0.092150949,-0.000566885,-0.006365648,0.000443049,3.276334,-0.3596279,3.001931,0.1155462,-0.2469489,-0.2230977
7_315.0_3,7,315,3,1.5,-0.008582941,0.000620804,0.092113346,-0.000602773,-0.006715794,-0.000143454,4.435462,-0.3800017,4.269115,-0.1572949,-0.3655818,0.01466279
11_341.25_-5,11,341.25,-5,1.75,-0.014095494,0.009670296,0.092112885,-0.000597151,-0.006175499,0.000529615,3.272364,-0.4854998,2.903408,0.1985549,-0.2670018,-0.3087824
1_270_-7,1,270,-7,2,-0.00205434,0.013694599,0.09204467,-0.000505285,-0.005790122,0.00082877,2.494595,-0.03669315,2.076946,0.2761276,-0.1795123,-0.3576469
1_382.5_3,1,382.5,3,1.5,-9.36E-05,9.29E-06,0.092013985,-0.000309479,-0.007129016,-0.000197001,4.419139,0.03082736,4.520712,-0.2136396,-0.1846542,0.05419858
1_262.5_0,1,262.5,0,1.75,-0.001624444,0.006072067,0.091974221,-0.000523173,-0.006270468,0.000328859,3.249395,-0.03237868,2.926787,0.118028,-0.2393601,-0.1920858
5_405.0_1,5,405,1,1.5,-0.005098188,0.001745178,0.091932719,-0.000462386,-0.007007201,-4.74E-05,4.425586,-0.2215204,4.457378,-0.1398401,-0.274475,-0.01178645
3_306.25_-3,3,306.25,-3,1.75,-0.003306417,0.00855636,0.091893401,-0.000454315,-0.006174806,0.000493195,3.255436,-0.09722381,2.892643,0.1892833,-0.2073862,-0.2775324
3_262.5_0,3,262.5,0,1.75,-0.003805271,0.005930443,0.091865657,-0.00058424,-0.006207341,0.000302866,3.248546,-0.1113102,2.900548,0.1054903,-0.2667494,-0.1862217
5_236.25_3,5,236.25,3,1.75,-0.007663211,0.001519033,0.091741582,-0.000717464,-0.006097439,1.09E-05,3.242704,-0.2453036,2.845584,-0.0254903,-0.3269883,-0.03373676
11_427.5_-1,11,427.5,-1,1.5,-0.013327815,0.003062767,0.091646934,-0.000668438,-0.006857667,3.65E-05,4.421138,-0.6294959,4.376548,-0.1013796,-0.3920356,-0.06272118
11_210.0_5,11,210,5,1.75,-0.016703115,-0.001501469,0.09160279,-0.000880136,-0.005817546,-0.000281275,3.244215,-0.5639497,2.716239,-0.1531507,-0.4020142,0.06722447
11_525.0_-7,11,525,-7,1.75,-0.013821405,0.007455472,0.091471621,-0.000682029,-0.006203245,0.000263247,3.259362,-0.4966753,2.938794,0.001906951,-0.2902128,-0.1827762
3_367.5_-3,3,367.5,-3,1.75,-0.002690516,0.007203552,0.091458131,-0.000369552,-0.006440016,0.000434871,3.242223,-0.08031483,3.020346,0.1417873,-0.1666023,-0.2177963
3_292.5_5,3,292.5,5,1.5,-0.003604516,-0.001369217,0.091414967,-0.000546809,-0.006674512,-0.000284196,4.392982,-0.133541,4.232523,-0.2348858,-0.3345325,0.09925963
7_472.5_-5,7,472.5,-5,1.75,-0.007066261,0.007776123,0.091383013,-0.000479091,-0.006287558,0.000418586,3.250535,-0.2508316,2.967981,0.0926375,-0.2076654,-0.209544
9_405.0_0,9,405,0,1.5,-0.010576468,0.002168538,0.091373055,-0.000584852,-0.006877741,-1.69E-05,4.404031,-0.4914306,4.382223,-0.1197169,-0.3458034,-0.0308083
3_360.0_3,3,360,3,1.5,-0.002870373,0.000303486,0.091352568,-0.000422006,-0.007006014,-0.000150696,4.39113,-0.1041802,4.446429,-0.1810082,-0.2529498,0.04070397
11_292.5_3,11,292.5,3,1.5,-0.014425368,0.000439812,0.091266861,-0.000727037,-0.006513755,-0.000193131,4.400303,-0.6632898,4.144352,-0.1776074,-0.4434749,0.01436965
3_236.25_3,3,236.25,3,1.75,-0.004973944,0.001741362,0.091233875,-0.000668639,-0.006140903,4.99E-05,3.222051,-0.1479177,2.863649,-0.008471433,-0.304995,-0.04054351
11_262.5_-1,11,262.5,-1,1.75,-0.015117159,0.006349825,0.091126118,-0.000734966,-0.006043384,0.000243942,3.230524,-0.5166793,2.830777,0.07929209,-0.3329403,-0.2017221
5_498.75_-5,5,498.75,-5,1.75,-0.004083815,0.007503013,0.091084851,-0.00040921,-0.006266624,0.000362738,3.240541,-0.1470719,2.959159,0.05829412,-0.1781852,-0.195822
11_393.75_-5,11,393.75,-5,1.75,-0.013607152,0.008381581,0.09100938,-0.000603001,-0.006308526,0.00047864,3.233757,-0.4739958,2.969327,0.1558759,-0.2655919,-0.2517028
1_420.0_-3,1,420,-3,1.75,0.000134336,0.006961425,0.090990281,-0.00022426,-0.0064848,0.000385811,3.226485,0.01836255,3.042975,0.1016082,-0.1006366,-0.1989826
9_210.0_5,9,210,5,1.75,-0.013765854,-0.001578543,0.09082586,-0.000846278,-0.005781169,-0.000240119,3.213971,-0.4602718,2.698014,-0.1353645,-0.3864755,0.0708284
5_337.5_3,5,337.5,3,1.5,-0.00553151,0.00024515,0.090803981,-0.000500281,-0.006862492,-0.00013079,4.368877,-0.2335576,4.359262,-0.1590927,-0.3010707,0.03878894
1_315.0_-3,1,315,-3,1.75,-0.000929787,0.008223569,0.090787715,-0.000379178,-0.006116415,0.000495924,3.214,-0.01046645,2.863448,0.1883477,-0.1738463,-0.2648989
9_262.5_-1,9,262.5,-1,1.75,-0.011973561,0.006398958,0.090782212,-0.000697012,-0.00603962,0.000282833,3.217069,-0.405211,2.828184,0.09676746,-0.3163056,-0.2027946
7_382.5_1,7,382.5,1,1.5,-0.007838009,0.001586312,0.090758936,-0.000522052,-0.006862419,-5.28E-05,4.371406,-0.3539327,4.367185,-0.129925,-0.3107044,-0.01165295
5_427.5_0,5,427.5,0,1.5,-0.004802381,0.002593812,0.090749462,-0.000427919,-0.006857875,2.15E-05,4.371236,-0.2135307,4.367341,-0.1095651,-0.252407,-0.04459876
5_315.0_3,5,315,3,1.5,-0.005861537,0.0010482,0.09073321,-0.000544128,-0.006647845,-0.000110775,4.366144,-0.2478208,4.223207,-0.1375719,-0.3304808,-0.006603948
7_262.5_-1,7,262.5,-1,1.75,-0.009031485,0.006583275,0.090726013,-0.00064727,-0.006042344,0.000322758,3.213762,-0.3000288,2.828519,0.1153205,-0.2943639,-0.2091473
11_360.0_1,11,360,1,1.5,-0.013589492,0.001328049,0.090691147,-0.000648375,-0.006822216,-8.40E-05,4.371813,-0.6317559,4.344701,-0.1372416,-0.3871425,-0.005860499
9_420.0_-5,9,420,-5,1.75,-0.010222283,0.008141323,0.090680853,-0.000551309,-0.006258575,0.000467451,3.223199,-0.3566445,2.948947,0.1394172,-0.2421499,-0.2368911
11_270.0_5,11,270,5,1.5,-0.014644621,-0.001823357,0.09063391,-0.000756266,-0.006428995,-0.000351778,4.368448,-0.6702565,4.086854,-0.2703684,-0.4631152,0.1187422
11_315.0_-5,11,315,-5,1.75,-0.01420995,0.01018228,0.090570751,-0.000606049,-0.005992389,0.000539517,3.217175,-0.4874282,2.816202,0.2105051,-0.2727765,-0.332818
9_270.0_5,9,270,5,1.5,-0.011842668,-0.00168315,0.090464032,-0.000715776,-0.006405733,-0.000305437,4.358097,-0.5347912,4.070405,-0.241822,-0.4386844,0.1114842
5_262.5_-1,5,262.5,-1,1.75,-0.006341372,0.006732583,0.090398003,-0.000603766,-0.006042359,0.000352424,3.200146,-0.2042656,2.827184,0.12935,-0.2753372,-0.2151984
9_292.5_3,9,292.5,3,1.5,-0.011423465,0.00053268,0.090348517,-0.000668116,-0.006446862,-0.000146417,4.354065,-0.5178198,4.100459,-0.1495787,-0.4075686,0.01171378
7_450.0_-1,7,450,-1,1.5,-0.007144726,0.003375871,0.090317535,-0.000505158,-0.00675431,8.47E-05,4.356442,-0.3327742,4.310983,-0.08397035,-0.2958552,-0.07151153
3_341.25_-3,3,341.25,-3,1.75,-0.00287648,0.007338503,0.09028438,-0.00039177,-0.006269166,0.000464088,3.200039,-0.08500339,2.939258,0.1636787,-0.1775378,-0.2277537
1_236.25_3,1,236.25,3,1.75,-0.002295978,0.001697814,0.090273756,-0.000599038,-0.006087076,4.58E-05,3.185545,-0.05315453,2.836138,-0.00599976,-0.2740155,-0.04374041
11_240_-7,11,240,-7,2,-0.016498034,0.013511278,0.09026734,-0.000709671,-0.005394867,0.000679257,2.452595,-0.4334014,1.939941,0.2256205,-0.2494791,-0.3550778
3_450.0_0,3,450,0,1.5,-0.001987226,0.002959659,0.090208339,-0.000341931,-0.006870967,3.92E-05,4.344462,-0.07819689,4.375357,-0.1130029,-0.2007634,-0.05340309
9_427.5_-1,9,427.5,-1,1.5,-0.010197296,0.003188769,0.09012807,-0.000578253,-0.006727211,6.74E-05,4.347459,-0.4786891,4.292681,-0.08015722,-0.3400137,-0.07126946
1_306.25_-3,1,306.25,-3,1.75,-0.000998581,0.008496287,0.090103982,-0.000380297,-0.006067855,0.000500867,3.189605,-0.01219477,2.840194,0.1931915,-0.1743971,-0.2758221
7_405.0_0,7,405,0,1.5,-0.007622623,0.002550876,0.089772094,-0.000512891,-0.006760764,2.29E-05,4.326291,-0.3488376,4.307288,-0.09607256,-0.3038754,-0.04945356
11_382.5_0,11,382.5,0,1.5,-0.013370365,0.002130537,0.089766106,-0.00063355,-0.006737091,-2.27E-05,4.328588,-0.6253126,4.294006,-0.1106544,-0.3758116,-0.03633952
1_292.5_5,1,292.5,5,1.5,-0.000977975,-0.001713724,0.089765273,-0.000474937,-0.00657676,-0.000287001,4.310272,-0.004677726,4.167371,-0.2329342,-0.29123,0.1124579
1_393.75_-3,1,393.75,-3,1.75,-6.36E-05,0.007118323,0.089749621,-0.0002519,-0.006366624,0.000415331,3.181542,0.01337977,2.986056,0.124354,-0.113802,-0.2100387
3_405.0_1,3,405,1,1.5,-0.002434715,0.002127735,0.089706488,-0.000374192,-0.006835957,-1.84E-05,4.316376,-0.0922839,4.34596,-0.1229779,-0.2224352,-0.030572
7_270.0_5,7,270,5,1.5,-0.009020769,-0.001425221,0.089697182,-0.000672152,-0.006376626,-0.000272155,4.318394,-0.397662,4.050028,-0.2215987,-0.4123047,0.09942491
9_315.0_-5,9,315,-5,1.75,-0.011202685,0.010094708,0.089673529,-0.000555157,-0.005914583,0.000553001,3.184297,-0.380846,2.779241,0.2166262,-0.2506807,-0.3303008
