Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cl,CmPitch,CmRoll,CmYaw,Cs,,,,,,,
5_712.5_-1,5,712.5,-1,2.5,-0.011211799,0.010734168,0.236978952,-0.001132906,-0.017651866,0.00039118,4.105184,-0.1862679,4.04569,-0.01172337,-0.2444974,-0.1205862,,,,,,,
5_720_-1,5,720,-1,3,-0.016496958,0.016617279,0.314545539,-0.001534729,-0.023093956,0.000808636,3.781593,-0.1884644,3.672191,0.0608181,-0.233567,-0.156181,,,,,,,
5_742.5_-1,5,742.5,-1,2.75,-0.013696151,0.01332658,0.278580851,-0.00133335,-0.020676858,0.000544709,3.98698,-0.1875858,3.914753,0.01536343,-0.239252,-0.1341947,,,,,,,
5_750.0_-1,5,750,-1,2.5,-0.011013891,0.010410505,0.243093784,-0.001159612,-0.018162152,0.000325696,4.211042,-0.1842035,4.163141,-0.03770948,-0.2492043,-0.1077553,,,,,,,
5_240_0,5,240,0,2,-0.009306503,0.005854143,0.105203688,-0.000857433,-0.006635387,0.000303851,2.847567,-0.233989,2.373444,0.08296047,-0.3010337,-0.1412653,,,,,,,
5_240_0,5,240,0,1,-0.002073429,0.001332965,0.036526233,-0.000180002,-0.00271452,4.60E-05,3.969495,-0.1982611,3.898231,-0.04426432,-0.2393154,-0.07310814,,,,,,,
5_240_0,5,240,0,3.5,-0.026150827,0.006160847,0.209941185,-0.002189777,-0.010186626,-3.64E-06,,,,,,,,,,,,,
5_240_0,5,240,0,3.25,-0.023617929,0.006793185,0.192864506,-0.001969487,-0.009561615,4.27E-05,,,,,,,,,,,,,
5_240_0,5,240,0,3,-0.021093508,0.006899875,0.177681519,-0.001759547,-0.008991339,0.000127994,,,,,,,,,,,,,
5_240_0,5,240,0,2.75,-0.018627173,0.007717649,0.166045409,-0.001538479,-0.008771952,0.000239428,,,,,,,,,,,,,
5_240_0,5,240,0,2.5,-0.015466346,0.007812781,0.149488556,-0.001325403,-0.008408952,0.000315807,,,,,,,,,,,,,
5_240_0,5,240,0,2.25,-0.012355396,0.006944775,0.127694949,-0.001091541,-0.007627906,0.000332378,,,,,,,,,,,,,
5_240_0,5,240,0,2,-0.009306503,0.005854143,0.105203688,-0.000857433,-0.006635387,0.000303851,,,,,,,,,,,,,
5_243.75_0,5,243.75,0,1.25,-0.00343491,0.002795237,0.055228228,-0.000316787,-0.003873841,0.000124436,3.836743,-0.2105752,3.555642,0.0465696,-0.2778116,-0.14958,,,,,,,
5_255_0,5,255,0,1,-0.002099509,0.001249447,0.037629547,-0.000182147,-0.002815581,3.25E-05,4.088669,-0.2021103,4.0431,-0.07572386,-0.2407332,-0.05605304,,,,,,,
5_262.5_0,5,262.5,0,1.75,-0.006576471,0.005759156,0.092440037,-0.000627155,-0.006232097,0.000278437,3.270999,-0.210937,2.913709,0.09363038,-0.2855213,-0.1795529,,,,,,,
5_262.5_0,5,262.5,0,1.5,-0.004926294,0.004183106,0.074993561,-0.000464053,-0.005163948,0.000194944,3.614418,-0.2130963,3.288574,0.07283846,-0.2853002,-0.1686132,,,,,,,
5_262.5_0,5,262.5,0,1.25,-0.003203548,0.002352418,0.054292481,-0.000286531,-0.003947275,0.000114167,3.772085,-0.1972226,3.623827,0.02624752,-0.2486909,-0.1124829,,,,,,,
5_270.0_0,5,270,0,2.25,-0.011750521,0.007463283,0.133342642,-0.00108786,-0.008412167,0.000389036,2.850507,-0.2343465,2.376569,0.08562735,-0.3020086,-0.1433959,,,,,,,
5_270_0,5,270,0,2,-0.008749364,0.006635686,0.112093893,-0.000830986,-0.007365765,0.000344601,3.034723,-0.2180377,2.635195,0.09352106,-0.2908581,-0.1593318,,,,,,,
5_270.0_0,5,270,0,1.5,-0.004933557,0.004134684,0.076235522,-0.000463701,-0.005273943,0.000192513,3.67432,-0.2132414,3.358701,0.0686365,-0.2846729,-0.1644398,,,,,,,
5_270_0,5,270,0,1,-0.00213813,0.001176122,0.038845197,-0.000185407,-0.002922951,1.99E-05,4.219926,-0.2071281,4.196936,-0.1066137,-0.2436116,-0.03965726,,,,,,,
5_281.25_0,5,281.25,0,1.25,-0.003184481,0.002243487,0.05559129,-0.000282594,-0.004094919,9.44E-05,3.86196,-0.1971346,3.759318,-0.00206136,-0.2436708,-0.09822512,,,,,,,
5_285_0,5,285,0,1,-0.002183104,0.001113342,0.040261629,-0.000189612,-0.003042706,7.80E-06,4.372892,-0.2127885,4.368452,-0.1371563,-0.2477433,-0.02403781,,,,,,,
5_292.5_0,5,292.5,0,1.5,-0.004906516,0.004090584,0.07971472,-0.000459138,-0.005590596,0.000182596,3.842081,-0.2114935,3.560506,0.05454158,-0.2806142,-0.156502,,,,,,,
5_300.0_0,5,300,0,2.5,-0.014474111,0.009277881,0.164806922,-0.001345851,-0.010399197,0.000485548,2.852723,-0.2345647,2.378973,0.08800868,-0.3028399,-0.1453064,,,,,,,
5_300_0,5,300,0,2,-0.008547905,0.007589956,0.12090608,-0.000821793,-0.00815387,0.000368533,3.27369,-0.2112703,2.917324,0.09765392,-0.2868315,-0.1827927,,,,,,,
5_300.0_0,5,300,0,1.25,-0.003208873,0.002114692,0.057175384,-0.000282753,-0.004249027,7.34E-05,3.971455,-0.1999091,3.900615,-0.03179989,-0.2423955,-0.0824512,,,,,,,
5_300_0,5,300,0,1,-0.00220142,0.001032092,0.041480074,-0.000195015,-0.003150302,-5.77E-06,4.504489,-0.2158469,4.522826,-0.1708664,-0.2534981,-0.005689175,,,,,,,
5_300_0,5,300,0,3.5,-0.029948354,0.011882472,0.264135747,-0.002480175,-0.013812381,0.00036189,,,,,,,,,,,,,
5_300_0,5,300,0,3.25,-0.02602411,0.012547066,0.245634691,-0.002211086,-0.013480938,0.000467293,,,,,,,,,,,,,
5_300_0,5,300,0,3,-0.022125384,0.011900465,0.220901448,-0.001935435,-0.012742052,0.000524754,,,,,,,,,,,,,
5_300_0,5,300,0,2.75,-0.018249708,0.010606295,0.192634382,-0.001635147,-0.011648875,0.000525134,,,,,,,,,,,,,
5_300_0,5,300,0,2.5,-0.014474111,0.009277881,0.164806922,-0.001345851,-0.010399197,0.000485548,,,,,,,,,,,,,
5_300_0,5,300,0,2.25,-0.011120458,0.00831652,0.140849493,-0.001058757,-0.009222505,0.000434854,,,,,,,,,,,,,
5_300_0,5,300,0,2,-0.008547905,0.007589956,0.12090608,-0.000821793,-0.00815387,0.000368533,,,,,,,,,,,,,
5_303.75_0,5,303.75,0,2.25,-0.011053303,0.008476544,0.142092592,-0.001052858,-0.009337919,0.000440904,3.03806,-0.2187118,2.638633,0.09660818,-0.29145,-0.162202,,,,,,,
5_306.25_0,5,306.25,0,1.75,-0.006666453,0.005747733,0.102203861,-0.000634648,-0.0070382,0.000269262,3.616415,-0.2137317,3.290972,0.07832502,-0.2872954,-0.1727574,,,,,,,
5_315.0_0,5,315,0,1.75,-0.006675128,0.005685176,0.103884084,-0.000633958,-0.007187597,0.000265878,3.675905,-0.2138603,3.360894,0.0742638,-0.2866001,-0.1688282,,,,,,,
5_315.0_0,5,315,0,1.5,-0.004569731,0.003437643,0.078275962,-0.000414737,-0.005690791,0.000167663,3.773004,-0.1979015,3.625022,0.03486798,-0.251081,-0.1190058,,,,,,,
5_318.75_0,5,318.75,0,1.25,-0.003250314,0.001983505,0.058895707,-0.000286176,-0.004407188,5.19E-05,4.090284,-0.2036755,4.045582,-0.06244198,-0.2440329,-0.06612898,,,,,,,
5_330.0_0,5,330,0,2.75,-0.017474112,0.0112995,0.199578301,-0.001631409,-0.012595435,0.000593371,2.854182,-0.2346637,2.380676,0.09012126,-0.3035552,-0.1470278,,,,,,,
5_330_0,5,330,0,3.5,-0.030148501,0.015175978,0.289905775,-0.002591167,-0.016141612,0.000601344,,,,,,,,,,,,,
5_330_0,5,330,0,3.25,-0.025864571,0.014215396,0.261356662,-0.002279708,-0.01521189,0.000645357,,,,,,,,,,,,,
5_330_0,5,330,0,3,-0.021603369,0.01273917,0.230016306,-0.001948286,-0.013970176,0.000638502,,,,,,,,,,,,,
5_330_0,5,330,0,2.75,-0.017474112,0.0112995,0.199578301,-0.001631409,-0.012595435,0.000593371,,,,,,,,,,,,,
5_330_0,5,330,0,2.5,-0.013776406,0.010195381,0.172901306,-0.00131682,-0.011287602,0.000535479,,,,,,,,,,,,,
5_330_0,5,330,0,2.25,-0.010811431,0.009440813,0.15073422,-0.001046068,-0.010118911,0.000467149,,,,,,,,,,,,,
5_330_0,5,330,0,2,-0.008522916,0.008005982,0.128889463,-0.000816928,-0.008833365,0.000366868,,,,,,,,,,,,,
5_337.5_0,5,337.5,0,2.5,-0.013615363,0.010551989,0.175639664,-0.001301746,-0.011543227,0.000549928,3.040667,-0.2190717,2.641188,0.09931711,-0.2921201,-0.1646845,,,,,,,
5_337.5_0,5,337.5,0,2.25,-0.010772071,0.009685842,0.153172872,-0.001043027,-0.01033272,0.000471972,3.275398,-0.2114453,2.919856,0.1010807,-0.2879646,-0.1856427,,,,,,,
5_337.5_0,5,337.5,0,1.5,-0.004543747,0.003276423,0.08013912,-0.00040889,-0.005902594,0.000138771,3.862459,-0.197827,3.759862,0.006986523,-0.2460648,-0.1050177,,,,,,,
5_337.5_0,5,337.5,0,1.25,-0.003310703,0.00186709,0.060791994,-0.000291129,-0.004575095,3.20E-05,4.22123,-0.2086069,4.199374,-0.09231666,-0.2469469,-0.05039531,,,,,,,
5_341.25_0,5,341.25,0,1.75,-0.006634129,0.005656459,0.108683011,-0.000627617,-0.007622061,0.000252848,3.845765,-0.2119982,3.564151,0.06100045,-0.2825881,-0.1625283,,,,,,,
5_350_0,5,350,0,2,-0.00866416,0.007573506,0.133597821,-0.00083196,-0.009201184,0.00035629,3.617267,-0.2141058,3.292359,0.08286217,-0.2888551,-0.176332,,,,,,,
5_356.25_0,5,356.25,0,1.25,-0.003372324,0.001771355,0.062997302,-0.000297364,-0.004761232,1.33E-05,4.373584,-0.2136465,4.369885,-0.1215887,-0.2509431,-0.03571645,,,,,,,
5_360_0,5,360,0,3,-0.020745794,0.013528956,0.237652217,-0.001944411,-0.015000459,0.000712974,2.855098,-0.2346364,2.381845,0.09206818,-0.3041563,-0.1485806,,,,,,,
5_360_0,5,360,0,2,-0.008674145,0.007492953,0.135782726,-0.000830786,-0.009395766,0.000351949,3.676458,-0.214216,3.362043,0.07896806,-0.2880868,-0.1725293,,,,,,,
5_360.0_0,5,360,0,1.5,-0.004576514,0.003088017,0.082399903,-0.00040881,-0.006123313,0.00010789,3.970891,-0.2004098,3.900293,-0.0223631,-0.2447051,-0.08961677,,,,,,,
5_360_0,5,360,0,3.5,-0.02987348,0.01672481,0.304989861,-0.002650332,-0.017884721,0.00077747,,,,,,,,,,,,,
5_360_0,5,360,0,3.25,-0.025226092,0.015077198,0.270676675,-0.002288866,-0.016498702,0.000763736,,,,,,,,,,,,,
5_360_0,5,360,0,3,-0.020745794,0.013528956,0.237652217,-0.001944411,-0.015000459,0.000712974,,,,,,,,,,,,,
5_360_0,5,360,0,2.75,-0.016719793,0.012283752,0.208283329,-0.001604748,-0.013563838,0.000646942,,,,,,,,,,,,,
5_360_0,5,360,0,2.5,-0.013356346,0.011478573,0.183828542,-0.001296763,-0.012290206,0.000577033,,,,,,,,,,,,,
5_360_0,5,360,0,2.25,-0.010719852,0.01028055,0.160320549,-0.001042081,-0.01095484,0.00047687,,,,,,,,,,,,,
5_360_0,5,360,0,2,-0.008674145,0.007492953,0.135782726,-0.000830786,-0.009395766,0.000351949,,,,,,,,,,,,,
5_367.5_0,5,367.5,0,1.75,-0.006173385,0.004740735,0.106625058,-0.000566464,-0.007751829,0.000232214,3.773144,-0.198249,3.625484,0.04175551,-0.2528105,-0.1243326,,,,,,,
5_371.25_0,5,371.25,0,2.75,-0.016438472,0.012857133,0.212689878,-0.001578265,-0.013979492,0.000671643,3.042078,-0.2192891,2.642756,0.1016666,-0.2929098,-0.1667527,,,,,,,
5_375.0_0,5,375,0,2.5,-0.013246596,0.012044234,0.189242031,-0.001290684,-0.012768739,0.000589232,3.276515,-0.211508,2.921742,0.1041411,-0.2889035,-0.1880958,,,,,,,
5_375.0_0,5,375,0,1.25,-0.003387585,0.001640606,0.064863631,-0.000305656,-0.004926215,-8.15E-06,4.502537,-0.215741,4.521286,-0.1543077,-0.2567494,-0.01795819,,,,,,,
5_382.5_0,5,382.5,0,1.5,-0.004637791,0.002897431,0.08486128,-0.000413117,-0.006350132,7.71E-05,4.088903,-0.2041594,4.044549,-0.05216363,-0.2460653,-0.07376902,,,,,,,
5_390_0,5,390,0,2,-0.008615097,0.007481199,0.142083324,-0.000822198,-0.009965324,0.000335325,3.847084,-0.2122398,3.565924,0.06630543,-0.2840454,-0.1672886,,,,,,,
5_390_0,5,390,0,3.5,-0.029117288,0.017622898,0.31461452,-0.00265671,-0.019234517,0.000901004,,,,,,,,,,,,,
5_390_0,5,390,0,3.25,-0.024287597,0.015967633,0.279014149,-0.00228481,-0.017613518,0.000844451,,,,,,,,,,,,,
5_390_0,5,390,0,3,-0.019942166,0.014592166,0.247015641,-0.001920933,-0.01605231,0.000770223,,,,,,,,,,,,,
5_390_0,5,390,0,2.75,-0.016191627,0.013717046,0.220243877,-0.001573115,-0.014667997,0.000698535,,,,,,,,,,,,,
5_390_0,5,390,0,2.5,-0.013205468,0.012525584,0.194628605,-0.001290814,-0.013238859,0.000595112,,,,,,,,,,,,,
5_390_0,5,390,0,2.25,-0.010898969,0.009715834,0.168131478,-0.001055238,-0.011565727,0.000457214,,,,,,,,,,,,,
5_390_0,5,390,0,2,-0.008615097,0.007481199,0.142083324,-0.000822198,-0.009965324,0.000335325,,,,,,,,,,,,,
5_393.75_0,5,393.75,0,2.25,-0.010914599,0.009661833,0.169163356,-0.001055801,-0.011651528,0.000456463,3.617282,-0.2142353,3.292798,0.08678357,-0.2900586,-0.1794238,,,,,,,
5_393.75_0,5,393.75,0,1.75,-0.006137108,0.004516711,0.10914741,-0.00055815,-0.008038962,0.000192382,3.862057,-0.1980921,3.759688,0.01421766,-0.2477206,-0.1105678,,,,,,,
5_405_0,5,405,0,3,-0.019523282,0.015394148,0.253241107,-0.001882234,-0.016646301,0.000806526,3.042727,-0.2194231,2.643639,0.1037908,-0.2937051,-0.1685225,,,,,,,
5_405.0_0,5,405,0,2.25,-0.010925954,0.009561286,0.171916637,-0.001054105,-0.011897134,0.000451017,3.676186,-0.2143326,3.362262,0.08301515,-0.2892506,-0.1757271,,,,,,,
5_405.0_0,5,405,0,1.5,-0.004723189,0.002730197,0.087571876,-0.000419291,-0.006590374,4.84E-05,4.218827,-0.2089764,4.19724,-0.08116781,-0.2484962,-0.05862566,,,,,,,
5_405_0,5,405,0,3.5,-0.028600482,0.0180783,0.318915995,-0.002655848,-0.019834241,0.000947814,,,,,,,,,,,,,
5_405_0,5,405,0,3.25,-0.023836461,0.016541824,0.283916116,-0.002281325,-0.018184885,0.000877055,,,,,,,,,,,,,
5_405_0,5,405,0,3,-0.019523282,0.015394148,0.253241107,-0.001882234,-0.016646301,0.000806526,,,,,,,,,,,,,
5_405_0,5,405,0,2.75,-0.01602516,0.014366521,0.226127529,-0.001568309,-0.01519943,0.000714633,,,,,,,,,,,,,
5_405_0,5,405,0,2.5,-0.013179314,0.01281994,0.19947615,-0.001288643,-0.013656441,0.000591542,,,,,,,,,,,,,
5_405_0,5,405,0,2.25,-0.010925954,0.009561286,0.171916637,-0.001054105,-0.011897134,0.000451017,,,,,,,,,,,,,
5_405_0,5,405,0,2,-0.008236437,0.006529232,0.139712752,-0.000763444,-0.010006117,0.000335972,,,,,,,,,,,,,
5_412.5_0,5,412.5,0,2.75,-0.015980366,0.014663657,0.229117654,-0.001565491,-0.015460815,0.000720609,3.277373,-0.2116101,2.922939,0.106891,-0.2898336,-0.1901761,,,,,,,
5_420_0,5,420,0,2,-0.00801362,0.006261296,0.139345861,-0.000741661,-0.010130331,0.000308227,3.773106,-0.1984101,3.625571,0.04752049,-0.2541128,-0.1287095,,,,,,,
5_420.0_0,5,420,0,1.75,-0.006177451,0.004252126,0.112193348,-0.000557479,-0.008336845,0.000149968,3.969329,-0.2004637,3.898842,-0.01471536,-0.2461911,-0.0952723,,,,,,,
5_420_0,5,420,0,3.5,-0.02809902,0.018617337,0.323665672,-0.002652571,-0.020434875,0.000987986,,,,,,,,,,,,,
5_420_0,5,420,0,3.25,-0.023435237,0.01712559,0.289120795,-0.002264385,-0.018754293,0.000906528,,,,,,,,,,,,,
5_420_0,5,420,0,3,-0.019297111,0.016178263,0.260018674,-0.001872864,-0.017255571,0.000831919,,,,,,,,,,,,,
5_420_0,5,420,0,2.75,-0.015952264,0.014941721,0.232101848,-0.001565125,-0.01572207,0.000725089,,,,,,,,,,,,,
5_420_0,5,420,0,2.5,-0.013356055,0.01228723,0.203596579,-0.001304274,-0.013953472,0.000573017,,,,,,,,,,,,,
5_420_0,5,420,0,2.25,-0.010876291,0.009500518,0.174903826,-0.001044292,-0.012196955,0.000439557,,,,,,,,,,,,,
5_420_0,5,420,0,2,-0.00801362,0.006261296,0.139345861,-0.000741661,-0.010130331,0.000308227,,,,,,,,,,,,,
5_427.5_0,5,427.5,0,1.5,-0.004802381,0.002593812,0.090749462,-0.000427919,-0.006857875,2.15E-05,4.371236,-0.2135307,4.367341,-0.1095651,-0.252407,-0.04459876,,,,,,,
5_435_0,5,435,0,3.5,-0.02761481,0.019247635,0.328979289,-0.002649243,-0.021052057,0.001024233,,,,,,,,,,,,,
5_435_0,5,435,0,3.25,-0.022965827,0.017936716,0.295476337,-0.002222156,-0.019377035,0.000946012,,,,,,,,,,,,,
5_435_0,5,435,0,3,-0.019104282,0.01687654,0.266335355,-0.001873676,-0.017837546,0.000851256,,,,,,,,,,,,,
5_435_0,5,435,0,2.75,-0.015905069,0.015444576,0.237827446,-0.001567088,-0.016223484,0.000727424,,,,,,,,,,,,,
5_435_0,5,435,0,2.5,-0.013402643,0.012055355,0.208124132,-0.001305721,-0.014324645,0.000570498,,,,,,,,,,,,,
5_435_0,5,435,0,2.25,-0.010880549,0.009426008,0.178964146,-0.001046937,-0.012531172,0.000432148,,,,,,,,,,,,,
5_435_0,5,435,0,2,-0.007962935,0.006116717,0.140796525,-0.000733951,-0.010311449,0.00028199,,,,,,,,,,,,,
5_437.5_0,5,437.5,0,2.5,-0.013415335,0.012011735,0.208894814,-0.001306228,-0.01438828,0.00057002,3.616783,-0.214196,3.292522,0.09023257,-0.2910305,-0.1820778,,,,,,,
5_438.75_0,5,438.75,0,2.25,-0.010848187,0.009531184,0.179835306,-0.001042971,-0.012614766,0.00043003,3.845526,-0.2123322,3.565145,0.07067549,-0.285188,-0.1703611,,,,,,,
5_446.25_0,5,446.25,0,1.75,-0.006260962,0.003994376,0.115511823,-0.000562237,-0.008643124,0.000108217,4.086182,-0.2041647,4.041855,-0.04381287,-0.247127,-0.07989091,,,,,,,
5_450_0,5,450,0,3,-0.01897014,0.017545407,0.272786113,-0.001867641,-0.018408696,0.000865944,3.277868,-0.2117013,2.923668,0.1093346,-0.2907521,-0.1919941,,,,,,,
5_450.0_0,5,450,0,2.5,-0.013425807,0.011893758,0.21226005,-0.001303474,-0.014690146,0.000563138,3.675072,-0.2142508,3.361649,0.08651967,-0.2900884,-0.1785514,,,,,,,
5_450_0,5,450,0,2,-0.007962877,0.005962597,0.142607301,-0.000730041,-0.01050312,0.000255538,3.861082,-0.1981156,3.758897,0.02021746,-0.2488263,-0.1150858,,,,,,,
5_450.0_0,5,450,0,1.5,-0.004806598,0.002401645,0.093378026,-0.000439819,-0.007090358,-1.01E-05,4.497316,-0.2147202,4.515416,-0.1417921,-0.2583306,-0.02728489,,,,,,,
5_450_0,5,450,0,3.5,-0.027195412,0.019883668,0.334578639,-0.002634615,-0.021667726,0.001055938,,,,,,,,,,,,,
5_450_0,5,450,0,3.25,-0.022656276,0.018830355,0.302903635,-0.002200988,-0.020045252,0.00097663,,,,,,,,,,,,,
5_450_0,5,450,0,3,-0.01897014,0.017545407,0.272786113,-0.001867641,-0.018408696,0.000865944,,,,,,,,,,,,,
5_450_0,5,450,0,2.75,-0.015952427,0.015468304,0.242612138,-0.001565434,-0.016617842,0.000712654,,,,,,,,,,,,,
5_450_0,5,450,0,2.5,-0.013425807,0.011893758,0.21226005,-0.001303474,-0.014690146,0.000563138,,,,,,,,,,,,,
5_450_0,5,450,0,2.25,-0.010566034,0.009284765,0.179378467,-0.001006556,-0.012743616,0.000427542,,,,,,,,,,,,,
5_450_0,5,450,0,2,-0.007962877,0.005962597,0.142607301,-0.000730041,-0.01050312,0.000255538,,,,,,,,,,,,,
5_465_0,5,465,0,3.5,-0.026695559,0.020694625,0.341069173,-0.002591687,-0.022319215,0.001097151,,,,,,,,,,,,,
5_465_0,5,465,0,3.25,-0.022468082,0.019588171,0.309845503,-0.002204489,-0.020680497,0.000999386,,,,,,,,,,,,,
5_465_0,5,465,0,3,-0.018900795,0.018143802,0.279161162,-0.001869188,-0.018970774,0.000873183,,,,,,,,,,,,,
5_465_0,5,465,0,2.75,-0.016108294,0.014889869,0.247368984,-0.001583007,-0.016963594,0.000699596,,,,,,,,,,,,,
5_465_0,5,465,0,2.5,-0.013365418,0.011843039,0.215522495,-0.001291432,-0.015021505,0.000550134,,,,,,,,,,,,,
5_465_0,5,465,0,2.25,-0.010195195,0.008093143,0.176226194,-0.000948372,-0.012745123,0.00041271,,,,,,,,,,,,,
5_465_0,5,465,0,2,-0.007980407,0.005791511,0.1445362,-0.00072813,-0.010695627,0.000228059,,,,,,,,,,,,,
5_472.5_0,5,472.5,0,2.25,-0.010088919,0.007999957,0.176435575,-0.000940181,-0.012825539,0.000395893,3.772929,-0.198448,3.625253,0.05243524,-0.2550931,-0.132359,,,,,,,
5_472.5_0,5,472.5,0,1.75,-0.006368499,0.003766415,0.11917224,-0.000569813,-0.008967532,6.91E-05,4.215047,-0.2086583,4.193272,-0.07226983,-0.2492689,-0.06515605,,,,,,,
5_480_0,5,480,0,2,-0.008010982,0.005609254,0.146548204,-0.000728542,-0.010889033,0.000199691,3.96731,-0.2003142,3.896846,-0.008407807,-0.2471485,-0.09988566,,,,,,,
5_480_0,5,480,0,3.5,-0.026295325,0.021651718,0.348792297,-0.002561083,-0.023029385,0.00113342,,,,,,,,,,,,,
5_480_0,5,480,0,3.25,-0.022277575,0.020338293,0.31676478,-0.002198789,-0.021303003,0.001018292,,,,,,,,,,,,,
5_480_0,5,480,0,3,-0.018857412,0.018624994,0.285091326,-0.001870364,-0.019487043,0.000870051,,,,,,,,,,,,,
5_480_0,5,480,0,2.75,-0.016156125,0.014647906,0.252352828,-0.001582773,-0.017375443,0.000697291,,,,,,,,,,,,,
5_480_0,5,480,0,2.5,-0.013382021,0.011656417,0.219931745,-0.001295926,-0.015386222,0.000541765,,,,,,,,,,,,,
5_480_0,5,480,0,2.25,-0.010042676,0.007916909,0.177113511,-0.000934563,-0.012921979,0.000380744,,,,,,,,,,,,,
5_480_0,5,480,0,2,-0.008010982,0.005609254,0.146548204,-0.000728542,-0.010889033,0.000199691,,,,,,,,,,,,,
5_481.25_0,5,481.25,0,2.75,-0.016163551,0.014622091,0.252779503,-0.001583076,-0.017410512,0.000697068,3.615851,-0.214032,3.291702,0.09328213,-0.291802,-0.1843515,,,,,,,
5_487.5_0,5,487.5,0,2.5,-0.013327805,0.01178219,0.221825907,-0.001289174,-0.015563702,0.000536752,3.840691,-0.2122723,3.561627,0.07425531,-0.2859298,-0.1719659,,,,,,,
5_495.0_0,5,495,0,2.75,-0.016171189,0.014489721,0.256807407,-0.001578785,-0.017774008,0.000688511,3.673486,-0.2140312,3.360472,0.08960313,-0.2906931,-0.181028,,,,,,,
5_495_0,5,495,0,3.5,-0.026089535,0.022520674,0.356659507,-0.002557519,-0.023729959,0.001160303,,,,,,,,,,,,,
5_495_0,5,495,0,3.25,-0.022167365,0.021022975,0.323703112,-0.002197128,-0.021917925,0.001030749,,,,,,,,,,,,,
5_495_0,5,495,0,3,-0.019017504,0.018220387,0.289947777,-0.001877234,-0.019855704,0.00084572,,,,,,,,,,,,,
5_495_0,5,495,0,2.75,-0.016171189,0.014489721,0.256807407,-0.001578785,-0.017774008,0.000688511,,,,,,,,,,,,,
5_495_0,5,495,0,2.5,-0.013197886,0.011940798,0.222962323,-0.001273207,-0.015724425,0.000532637,,,,,,,,,,,,,
5_495_0,5,495,0,2.25,-0.010017076,0.00774728,0.178967467,-0.000927595,-0.013132528,0.00035098,,,,,,,,,,,,,
5_495_0,5,495,0,2,-0.008057067,0.005436793,0.148644391,-0.000730655,-0.011085136,0.000172007,,,,,,,,,,,,,
5_498.75_0,5,498.75,0,1.75,-0.00646458,0.003580885,0.123497796,-0.000581209,-0.009330447,3.19E-05,4.36744,-0.2127717,4.362762,-0.1002348,-0.2531242,-0.05158007,,,,,,,
5_506.25_0,5,506.25,0,2.25,-0.010017551,0.007611571,0.180502471,-0.000924222,-0.01329333,0.000328165,3.85957,-0.1979639,3.757382,0.02521151,-0.2495143,-0.1187608,,,,,,,
5_510_0,5,510,0,2,-0.008121669,0.00527159,0.150855463,-0.000733693,-0.011286728,0.000144945,4.083397,-0.2040259,4.038952,-0.03710342,-0.2477772,-0.08479407,,,,,,,
5_510_0,5,510,0,3.5,-0.025873857,0.023324067,0.36403113,-0.002556873,-0.024403639,0.001182224,,,,,,,,,,,,,
5_510_0,5,510,0,3.25,-0.022096842,0.021649143,0.33037689,-0.002200911,-0.022506834,0.001033182,,,,,,,,,,,,,
5_510_0,5,510,0,3,-0.019097122,0.017782251,0.295342436,-0.001886615,-0.020267558,0.000839937,,,,,,,,,,,,,
5_510_0,5,510,0,2.75,-0.016097688,0.014456313,0.260331549,-0.001564094,-0.018136371,0.000673745,,,,,,,,,,,,,
5_510_0,5,510,0,2.5,-0.012692608,0.010256432,0.218325967,-0.001187767,-0.015684531,0.00053311,,,,,,,,,,,,,
5_510_0,5,510,0,2.25,-0.010020603,0.007563608,0.181032278,-0.000923377,-0.013347221,0.000320431,,,,,,,,,,,,,
5_510_0,5,510,0,2,-0.008121669,0.00527159,0.150855463,-0.000733693,-0.011286728,0.000144945,,,,,,,,,,,,,
5_525_0,5,525,0,3,-0.019157323,0.017497299,0.300802993,-0.001886088,-0.020717076,0.000837669,3.614538,-0.2137847,3.290426,0.09599249,-0.2923885,-0.1863698,,,,,,,
5_525.0_0,5,525,0,2.5,-0.012395047,0.009958091,0.217893079,-0.001161835,-0.015836668,0.000495304,3.772667,-0.1983522,3.62457,0.0566609,-0.2558153,-0.1354585,,,,,,,
5_525.0_0,5,525,0,1.75,-0.006453773,0.003312469,0.127006178,-0.000596985,-0.009641019,-1.21E-05,4.491031,-0.2133295,4.508017,-0.132199,-0.258957,-0.03449565,,,,,,,
5_536.25_0,5,536.25,0,2.75,-0.016044219,0.014264708,0.267928495,-0.001558455,-0.018807963,0.000655303,3.832553,-0.2120195,3.55604,0.07719501,-0.2859774,-0.1731493,,,,,,,
5_540_0,5,540,0,3,-0.019159114,0.017354401,0.30552463,-0.00187954,-0.021146515,0.000827105,3.671287,-0.2137145,3.358675,0.09231701,-0.2910625,-0.1832686,,,,,,,
5_540.0_0,5,540,0,2.25,-0.010075271,0.007158235,0.185450495,-0.000921686,-0.013778284,0.000256786,3.964922,-0.200058,3.894296,-0.003244473,-0.247714,-0.1036699,,,,,,,
5_540_0,5,540,0,2,-0.008245211,0.004972036,0.155597136,-0.000743064,-0.011706706,9.33E-05,4.211175,-0.2080528,4.188987,-0.06524216,-0.2498051,-0.07032927,,,,,,,
